ID	釋文
2014	"子男小狗年八
子女廉年十八
小女貴年六"
2015	"永光五
謂關"
2016	"食察事辟
臨深淵"
2017	謹錢
2018	"乙酉朔王
當舍傳"
2019	"自占
見日未"
2020	毋苛留如
2021	"自言為家
/掾通"
2022	"車一乘謁移縣道河津關毋苛留止如律令
四月己巳居延令弘庫嗇夫定行丞事"
2023	"居令延印
四月己巳佐明以來"
2024	身不忠毋德不憂職叩頭死罪死罪漢視二月誠有母年六十常復
2025	忠觻得壽貴里男子成奉以觻得長致出
2026	關門
2027	第五十五車
2028	陳聖年卅七歲 ， 子大男上造惲年十七歲
2029	出牛半長八尺廣二寸小半長六尺
2030	會十日足下善毋恙 ， 河東大守
2031	付臨利隊長任充
2032	敢言之
2033	嘉言陽卿坐前善毋恙
2034	
2035	河上候史襃叩頭白唯
2036	之移居延卅井縣索關門遣從史憲歸取衣用居延乘軺
2037	如乾餱伊美哉粲呼如以梁食【j左“氵”右兩個“又”上下組合】扞纊也
2038	戍卒穎川郡定陵遮里公乘秦霸年五十 ， 庸池里公乘陳寬年卅四
2039	魏郡魏右尉公乘杜陵富成里張贛年卌八長八尺
2040	叩頭死=罪=敢言之
2041	穰邑臨渴里萬  ， 年廿七
2042	侯歆年卅五長七尺一寸 ， 七月
2043	里臧強年卅一
2044	彭沮年卅長七尺二寸黑刑乏
2045	戍卒魏郡內黃中里大夫郭去疾年
2046	長里公乘賈利年廿六長七尺
2047	里賈忠年十五長五尺黑色
2048	壽里大夫李成年卅
2049	湯年卌
2050	七月辛亥出
2051	卒魏郡百人大守 ， 封遣定陶
2052	最子男奉牛車三兩即日
2053	守候塞尉
2054	禁姦卒取十斤少
2055	•肩水候官言請至藍盛時
2056	教蒼頡作
2057	以入
2058	榦安四月食
2059	陽朔四年八月丙子
2060	陽朔四年十月
2061	南方  ， 舍
2062	鴻嘉三年正月
2063	出入關名簙
2064	凡為吏十二歲十月廿一日
2065	匹騮白牡齒八歲
2066	報若計未定它
2067	史
2068	望通蓬火
2069	莊賜之
2070	出平【j左“弓”右“垂”】易二角
2071	肩水候官完軍隧
2072	三一
2073	橐他守候肩水城尉敦煌常安里公
2074	得不即
2075	延延延延延延
2076	"      陽朔元年
史譚
     送囚觻得"
2077	關嗇夫
2078	索關謹
2079	止姦隧長居延卅井里
2080	汝汝致不肯
2081	肩水騂北
2082	"可為
食之定入"
2083	乙子丑
2084	里堇東郡張清小奴滿廚軺車三乘馬四匹
2085	使者涼州刺史案上書當除者
2086	宜民里上造召成年卌五長七尺二寸黑色
2087	觻得宜春里子所責錢千
2088	祿福王里周彭年卌
2089	濟陰郡葭密上明里公乘李赦之
2090	壬申卒四人 ， 二人
2091	刺史度月十七日到大守府
2092	昭武平都里王光年廿五長七尺
2093	邑昌里公乘未央年卅
2094	"負八百算
率所負百卅三算奇二算"
2095	月庚寅入
2096	/掾相令史利世
2097	肩水候官受候隧長氐池安樂里公乘解定國年廿六 ， 病
2098	六十八斛六鬥
2099	以閏月甲申入 ， 卩
2100	卒楊延壽三月食    ，  自取
2101	戍卒魏郡繁陽靈里公乘任眾年卌二
2102	告尉史平都里大夫王方自言取傳
2103	"卅斤直
人四百千六百卅二 ， 三千"
2104	•凡吏十人見食
2105	"出錢二百酒二石 ， 出錢 ， 出
出錢肉十斤 ， 出錢 ， 出二
出      ， 出錢  ， 出十三"
2106	
2107	安
2108	餔時入
2109	六十五
2110	東
2111	
2112	•凡四百
2113	
2114	今調守尉
2115	"持之  ， 錢四百
九百六十  ，"
2116	使受事唯
2117	"猛伏地言
少猛子御者足下閒者諸事賜書"
2118	都吏宋卿
2119	"子仲敞之自
傳謁"
2120	"肩水金
"
2121	肩水
2122	人氐池富昌里簪褭張建年卅二長七尺三寸
2123	"                   一人士吏
假千人常生士六十人 
                   見射"
2124	甘露二年六月己未朔壬
2125	"謹具
氐池定里使奉"
2126	"  ，  
錐一卩 ， 糴粟七鬥
一"
2127	君足下
2128	"尉史賀敢言之
馬一匹謹案寬自
津勿苛留以律"
2129	將軍
2130	"
出遠子男譚"
2131	"再拜言
君足下宜伏前"
2132	"再拜再拜
安星長孫"
2133	"
軍出之也成遣騎報伏地再拜"
2134	臣明等再拜
2135	"
長所不當得為候聽蘭出關法"
2136	"出錢百卌八
出錢百卌見"
2137	"種三鬥
麥二石"
2138	"
甚將軍言使"
2139	破胡里公乘
2140	"得【j左“馬”右“勺”】 為          ，
為呴【j左“馬”右“勺”】緣•謂毋有為   ，牝馬雍券"
2141	"二百六十米二石丿
二百入酒丿"
2142	足下書已御削去之毋泄成語
2143	受五月餘破傷車
2144	"毋官獄徵
月乙酉緱氏丞調移"
2145	都尉誼丞
2146	嫁為觻得
2147	"敢言
當得取傳謁"
2148	六九五十四
2149	上
2150	長
2151	武
2152	幸記再=拜=受教
2153	十月己卯行
2154	關嗇夫持君視事以來一從書出入事
2155	七 ， 下餔六 ， 雞後鳴六
2156	治渠卒河東皮氏還利里公乘年卌長七尺四寸 ， 丿
2157	河東安邑下葉里家慶到居延=水常為官山薪今年二月甲申去署亡=時齊孰飯數斗
2158	陷陣隧長屋蘭莫當里孔戊
2159	橐佗博望隧長解憂 ， 弟大男觻得壽光里孫青劍一
2160	廣利隊戍卒梁國已氏陽垣里公乘閻誼年卅三 ， 省府九月乙丑出
2161	戍卒淮陽郡傿北張里陳福
2162	居延廚佐中宿里徐讓
2163	魏郡武始野氏亭長廚人里大夫朱武年卌長七尺三寸 ， 出皆五月
2164	侯賜年卅七 ， 府
2165	忠年六廿 ， 丿
2166	戍卒大里大夫宋仲年卅九
2167	收沓恩澤甚深厚成殺身【j左“日”右“示”】命毋已復德叩=頭=因言前
2168	"塞吏
叩=頭=再拜白唯遣使"
2169	月乙丑食府耿掾行塞一食積四升北 ， 丿
2170	入麥小石卌石 ， 三月乙酉宋少翁受張功
2171	"婜蟸洛男子蘇縱 ，　戶一　
　　　　　　　　　口三　種六石自取卩"
2172	用牛一黃【j左“牛”右“勞”】犗齒七歲 ， 疾在後 ， 十一月乙丑入
2173	靳干二 ， 完
2174	"出錢二百卌買練一丈 ， 出錢廿四買二口口 ， 出錢五十四縄四百五十枚卩
出錢六百買尊布一匹 ， 出錢卌四買車鈎一具鍵卅枚卩 ， 出錢百六十九緣六尺半卩"
2175	橐佗侯昌移肩水侯冩移書到
2176	永光元年八月丙申朔庚子北部侯長明友等敢言
2177	"十月丁未居延賓丞忠移卅井縣索肩水金關書到
如律令"
2178	居延丞印
2179	"陽朔五年三月甲申朔已亥句陽長立移過所縣邑
為國迎四年罷戍卒當舍傳舍郵亭從者"
2180	"卒黃宗丿通朢隊卒呂庇丿
卒任奴丿破適隊卒董輔丿 ， 口
卒樊抵丿右橐佗五人 ， 【j左“氵”右“欠”】口"
2181	"口口佐豐移肩水侯官口口口口來時長初來時登山隧長孫君房從萬貰買執適隊長丁
任府書曰卒貰賣予吏及有吏任者為收責有比書到願令史以時收責迫卒且罷亟報如律令"
2182	"八月癸卯口張口口長口丞口移口
如律令"
2183	"張掖水章丞     ， 騂北亭長章發
四月辛酉茂陵男子張霸以來 ， 君前"
2184	河平三年八月乙卯下
2185	"南書四封其三封橐佗侯印詣肩水都尉府一封詣
一封廣地侯印詣肩水都尉府一封詣梁卿
九月庚子付沙頭"
2186	東部候長 
2187	壬申朔丁丑肩水候宗謂
2188	"橐佗守候守塞尉慶移肩水金關遣候
入出如律令"
2189	•橐他候官竟寧元年五月戍卒
2190	"南書三封居延都尉章 ， 一封詣
                 ，一封詣口"
2191	河渠卒河東安邑賈里公乘王
2192	口二年十一月癸巳東部候
2193	入案二大杯五小杯十小於一 ， 九月丙午口
2194	"居延守右尉龍義字君都 ，　軺車一乘
                      ，  馬一匹騩牡"
2195	觻得安邑里男子王博
2196	戍卒趙國邯鄲臺郵里公乘
2197	就家氐池承明里趙子平年
2198	就家觻得承明里崔親
2199	河渠卒河東解監里傅章年廿六 ，口 口 口
2200	戍卒趙國邯鄲東趙里士伍道忠年卅 ， 庸同縣臨川里士伍郝口年卅 ， 丿
2201	廣利卒惠就丨 ， 出十二日出
2202	桼月庚寅亡
2203	三月午辰亡
2204	孫可年卅五 ， 馬
2205	長七尺二寸黑色 ， 丿
2206	"牛車一兩牛二 ， 十二月丁酉入
                         已"
2207	口以傅致 ， 復致出名籍
2208	始建國三年正月癸亥執 ， 東望隧卒成
2209	登山隧長觻得利成里功之口
2210	齒七牛黃犗齒八
2211	延中宿里
2212	庸同縣射里上
2213	宜馬 ，　給受降隧
2214	始建國元年三月壬申戊子朔橐佗
2215	
2216	里公乘呂利年卅二 ， 庸同縣好里公乘
2217	給事佐延壽
2218	軺車一乘騩牡馬一匹齒十三
2219	畜產自死家當有口
2220	奉親年卌六
2221	居延敢言之
2222	星內財下必斵•六甲內財
2223	四日已未 ， 毋表火
2224	亭隧吏卒弩皆多辟口
2225	口將錢六百凡並直
2226	黃龍元年九月丙子朔
2227	事昧死言
2228	神爵元年九月乙卯令史
2229	九月 ， 佐常以來
2230	金關卅井
2231	郭登印
2232	軺車一乘馬二匹出
2233	自有井
2234	初元二年九月
2235	鬬犯法今南部守候
2236	口口 ， 執胡隧長路人所
2237	戊寅朔丁酉居延都尉德
2238	矢十二蘭冠雒一
2239	"大奴一人
大婢二人
未使奴一人
•凡一月用食五石四斗~"
2240	"人凡卒百廿七      •候長廣主卒卅人
七十七人見乘亭隧當勞 ， 其十二人作彊落口  
四人為卒漕         ， 二人為卒漕
作彊落             定見乘亭口口"
2241	"            十二人
人候史一人候長一人•凡九人
人候史一人候長一人•凡十一人卒廿口"
2242	最以付令夫庾移之財令足以飲此
2243	脯二束糒五
2244	居延令印
2245	廄佐徐中公
2246	省卒百
2247	第六隧長昭武口口里公乘成
2248	里上造唐解年五十 ， 庸
2249	史幸佐如意侍佐拓奴十月盡七月積十月食自取
2250	八月十六日壬寅到肩水府
2251	出錢五十買單衣 ， 八月口口口口口口
2252	東部候長孫滿
2253	居延都尉掾居延長樂
2254	"鴻嘉二年六月丁丑
家屬俱客口口口"
2255	"馬千屬國騎千五百留
苣=火即使舉追毋出塞口"
2256	入眾多狩禁恐毋已方姦萃有
2257	北部候長番和陽
2258	戍卒淮陽郡傿信
2259	"河平二年五月口
居延富里任昌俱為口"
2260	"永始二年正月以來居延
都尉夫人及吏=從者"
2261	"居延都尉夫人及
吏=從者庫吏奴婢名"
2262	庸同縣北呼里公乘
2263	可取一石麥未
2264	/視起居毋恙
2265	出門 ， 乘私馬三匹
2266	水候官獄至九月己卯肩水都
2267	富里馬章
2268	濼涫虎里李口
2269	自索北
2270	"願近衣彊
並叩=頭=謹"
2271	六月丙申
2272	■右安邑第一車廿
2273	•右第一車廿人
2274	歲五月丙申入
2275	口視廣漢如二千石狗壽
2276	"四月已口
"
2277	"宿里高君至 ， 大車二兩
             用牛四
             用馬一匹"
2278	數皆畢已書到遣如律令
2279	可右先登隧
2280	遷補肩水候官塞有秩
2281	"閏月丙辰朔戊子
入襄豐車兩載榖石斗"
2282	"將令賞身口
口報叩=頭=口"
2283	"過大公口
今叩=頭=前"
2284	"言欲取
事當得
口移張掖
口義"
2285	肩水金關
2286	白事當坐罪當
2287	口所移書召博口
2288	時卿記何時
2289	卅二 ， 方相口
2290	勝年卌五
2291	三月乙亥亡人赤表
2292	八月庚申夜食五分口口
2293	鴻嘉四年三月丁未 ， 張掖肩水都尉
2294	軺車一乘
2295	"橐佗口口隧         ， 子男口
                   子小女口
永光二年正月庚午   ， 子男口"
2296	口陽邑長印
2297	"元
縣爵里年姓長各如牒"
2298	口周袤薄毋廣
2299	偉君 ， 五口
2300	元康元年六月甲辰朔丙寅肩水司馬
2301	幸=甚=謹因使為
2302	公乘馮聖年廿七
2303	"傅卿酒一石二斗直百卌四
魏長實二斗"
2304	"為家私市張掖
唯廷移過所"
2305	"謹案譚等非亡人命者
口口口口口口口口"
2306	年六月庚
2307	攻至願少翁
2308	河平二年五月乙未居延都尉誼庫丞
2309	叩頭所言越職不
2310	如律令
2311	石門洛功
2312	堠堠堠口口口
2313	事事
2314	玄敢言之口
2315	橐佗官以隊行
2316	嗇夫吏使名縣爵里年姓如牒口口
2317	
2318	百卅斤 ， 病不見
2319	戍卒昭武宜衆里公乘孫口已年廿六
2320	口口口治所
2321	
2322	口八分三 ， 二分二 ， 十分口口
2323	北書六封檄三皆張掖都尉章
2324	口六百五十 ， 口鄣門亭
2325	不見卿身迫府不得口
2326	已入
2327	丙子肩水候口
2328	口
2329	關出入傅
2330	出入傅
2331	"敢言之陽里女子王雲弟自
取傅謁移過所縣道"
2332	賢友等
2333	口長十丈五寸
2334	口二口
2335	一領直
2336	•凡五通
2337	案忠年卅五復繇毋官
2338	甘露
2339	九月甲寅居延令勝之口
2340	印曰居延令印
2341	未朔
2342	里杜徐來
2343	四月
2344	界中第五辟
2345	稚君
2346	"口詣前
甚="
2347	通國
2348	口
2349	口一編敢言
2350	詣關口
2351	二月十七日癸丑
2352	"五百六十人壬辰不作
•右易作五千八百四人"
2353	口長丈一尺
2354	"            一詣張掖大
口口口口口"
2355	口徐氏口
2356	口口口口 ， 以食口
2357	願請口
2358	丞
2359	謂官冩移書到毋
2360	口十二 ， 馬
2361	毋尊口
2362	口口叩=頭=口口
2363	姚博正月奉
2364	口居延
2365	
2366	王
2367	"壬
申"
2368	"畝
十五畝"
2369	要虜隧長李健
2370	隧長馬臨正月奉
2371	口
2372	齒十歲 ， 大車一
2373	口董子歲錢六百五
2374	口卿前口不得口
2375	破傷鼓一
2376	完軍隧戍卒陳外人
2377	色
2378	殄虜里訾它年廿二
2379	日中受沙
2380	居延安國
2381	升大 ， 執適卒口
2382	口口都尉府一詣居延
2383	鴻嘉四年
2384	故
2385	再拜
2386	"口其二
二封"
2387	候史郭口
2388	隧長一歲九月十日
2389	甘露元年七月戊口朔口
2390	口口口口口口
2391	"蚤食四分表一通
東中三分口一表二通"
2392	口 ， 福 ， 口
2393	口口口口上參口口
2394	子男祿福利衆
2395	枇八
2396	百九
2397	日過中時
2398	乘馬一匹
2399	用榖簿
2400	府所移
2401	作者觻得富安里王遷口
2402	茂陵道德里公乘王相年卅五長七尺四寸 ， 黑色口
2403	居延昌里梁輔年廿五
2404	戍卒汝南郡召陵
2405	戍卒穎川郡穎陰邑真定里公乘仁青跗明年卅四 ， 丿
2406	"五鳳元年十一月乙卯朔辛酉肩水候福謂
關嗇夫光候行塞光兼行候事真官到"
2407	"竟寧元年七月戊辰朔己卯守令史德敢言之遣亭長王敞候史口籍落肩水都
案所佔用馬軺車一乘謁移過所縣道口關毋苛留止如律令/"
2408	口國邯鄲困里公士馬
2409	 鉗城旦口
2410	尺三寸黑色口
2411	罷如律令/佐輔
2412	"肩候
口月辛酉佐輔以來"
2413	里蘇兵年廿七
2414	以廩臨口
2415	"朔乙巳臨利隧長辟兵受會水未央里王閭 ， 麥見積
當復入今簿"
2416	從者綏彌進口
2417	五月餘糜百一石九鬥大口
2418	里大女楊聖年廿
2419	歲長七口
2420	吏過府謁毋致者輒令城尉口
2421	肩水候官以口
2422	口年卅六
2423	河東長脩宜壽里李貿年卅七 ， 丨
2424	緱氏縣口口里口口口卅二黑
2425	口猥劾
2426	拜
2427	字子口
2428	橐他界中
2429	口再
2430	"博直六十 ， 鹽直
箕直廿   ， 盆直廿
雞直七十 ， 凡二百"
2431	口文君 ， 見積
2432	月已巳肩水關嗇夫 ， 以小官印兼行候
2433	河南郡平陰郷佐市陰里公乘
2434	戍卒穎川穎陰邑西時里鄭未央年卅四長七尺二寸 ， 丿
2435	受降隊卒滑便三年閏月 ， 盡四年二月積口
2436	安定郡施刑士鶉陰大富里陳通年卅五黑色長七尺
2437	"永光四年六月已酉朔
入關牒書到如"
2438	金關口陰口
2439	尺黑色 ， 車
2440	■右廣地省卒凡卌七人
2441	居延守右尉平里郭奉親
2442	戍卒穎川郡周子南國西便里公乘杜市年卅二
2443	戍卒南陽郡舞陰辜里李
2444	長七尺二寸 ， 丨
2445	甲子
2446	口【j外“囗”內“夫”】白
2447	觻得獄
2448	獄獄
2449	"         口口口文君口口口
記奏     子都
         李文君"
2450	從長安還未
2451	戍卒穎川郡口口
2452	戍卒南陽郡口口里趙口
2453	口案令史
2454	"居攝二年三月甲申朔癸卯 ， 居延庫守丞仁移卅井縣索 ， 肩水金關都尉史曹解掾 
葆與官大奴杜同俱移簿 ， 大守府名如牒書到 ， 出入如律令"
2455	"居延庫丞印 ， 嗇夫當發
            君門下 ， 掾戎佐鳳"
2456	官大奴杜同年廿三 ， 三月辛亥
2457	
2458	"竟寧元年二月庚子朔壬
得取傳謁言居延"
2459	口得丞口
2460	居延司馬從史觻得益昌里馮昌年卌一 ， 軺車一乘馬一匹【j左“馬”右“兆”】
2461	
2462	"口尉安移金關罷戍卒當
口"
2463	
2464	會月廿日•謹驗問憙
2465	鄭里樂則公乘年卅六
2466	東郡野王長里孫口口
2467	口長子口口
2468	
2469	
2470	祿福王章里公乘馬遠
2471	居延千秋里范未央年五
2472	柳華牡馬一匹齒十二歲高
2473	秋風至樹木涼宦老
2474	四齒十歲高六尺 ， 字丑長
2475	出麥一石九斗三升少
2476	馬一匹軺車一乘
2477	軺車一乘騩牡馬一匹齒九歲
2478	受延隊卒周舉
2479	牛二黑勞犗齒十二歲絜八尺其一黑犗齒
2480	口紨年廿五歲黑色 ， 子小男益口
2481	先豆隊卒黃宗
2482	戍卒穎川穎陰邑真定里公乘司馬如年卌一長七尺二寸 ， 丿
2483	橐他候官名縣爵
2484	初元三年正月丙
2485	口年卅 ，　乘方相一乘騩牡馬一匹
2486	部候
2487	敢言之遣葆氐池大昌鮑順等口口
2488	意年卅八
2489	出榖口斗六斗 ， 六月
2490	田卒魏郡武始金年里大夫史福年卅五
2491	"
長長移移移"
2492	雜雜張再宗宗伏地之
2493	口張終古年廿三長七
2494	"                   大車一兩
茂陵脩穫里宋殷年卅
                   牛二"
2495	使伏地再拜 ， 第莊佢
2496	/令史
2497	律令/掾嘉守令史口
2498	廣地令史丁殷
2499	田卒河南郡原武饒安里奚閭
2500	
2501	戍卒南陽郡口口
2502	年卅五歲黑色
2503	月己卯出口
2504	滅虜隊卒張湯
2505	天下使口口口
2506	戍卒觻得成漢里大夫口口年卅三
2507	"酒泉郡中案毋官徵事當取傳
毋官獄徵"
2508	弘農郡弘農
2509	口口口口趙護
2510	口口已口口口口
2511	口張掖肩水
2512	口口【j上“亠”下“鬼”】口
2513	昭武騎士口
2514	編敢言之長再拜拜
2515	口毋忽如律令
2516	黑色 ， 車一兩載麥五十石 ， 入出
2517	延壽里公乘馬宣年廿六長七尺二寸
2518	觻得角得得得
2519	長不口元口牛黨
2520	"觻得成漢里薛口口年卅四七月中與同縣男子趙
廣同傳今廣以八月中持傳出入
欲復故傳前入"
2521	"李君兄=次君
田巨君
口口君都
吳子真"
2522	關嗇夫口
2523	"行事
候騎馬十匹六斗六升大"
2524	王當九月
2525	守卩
2526	"傳謹案戶籍藏口官者口口口口口
言之"
2527	子口口口
2528	嗇夫事
2529	爵里雒口
2530	"亥丿 ， 甲戌
子   ， 乙未"
2531	口迺甲
2532	從者如律令
2533	居延守右尉游檄安故里公乘樂禹年卅長七尺五寸 ， 同 ， 軺車一乘用馬一匹口
2534	望塢上火
2535	齊郡臨菑吉羊里簪弱王光年廿三 ， 長七尺三尺黃色疾 ， 字子叔
2536	三年二月己卯朔癸亥
2537	"六月癸卯觻得丞勳口
如律令/掾守令史奉"
2538	戍卒淮陽郡長平夕陽里不更何生年廿
2539	"口千秋譚宗名縣爵里年姓官所
口行右尉事守游檄武亭長偃送致過所觻得口"
2540	到嚴教官屬敄稱厚恩
2541	"初元五年三月敦煌
口馮卿所送降者"
2542	"馮卿所送降者用牛
車名籍"
2543	"七年閏月甲辰金關塞
第一至千左居官右移金"
2544	"甘露二年十月
關傳致籍"
2545	案延壽年爵如書毋官獄徵事期往來百廿日謁移過所縣邑敢言之尉史
2546	河南長印
2547	"葆 ， 王孫記書翁叔幸為糒
致 ， 肩水廄吏徐少孺所"
2548	字君仲
2549	"口肩水金
光"
2550	日勒千秋里公乘戰定年卅五歲
2551	二年八月已未朔口觻口
2552	居延督盜賊廣都里公乘張齊年廿八歲長七尺五寸黑色口
2553	傳章平長印
2554	"口露二年六月已未朔辛
謹案毋官徵事當
六月壬戌廚嗇夫口
口口口口口"
2555	齊郡臨菑滿羊里公乘薛弘年
2556	黑色 ， 同 ， 十二月口
2557	過所毋苛留
2558	元年二月甲戌除為肩水騂
2559	京兆尹長安定陵里公乘況陽遂年卌二長七尺二寸黑色
2560	•右除及病視事書
2561	"要虜隧
平樂隧
萬口隧"
2562	治渠卒河東狐讘山里董凡 ， 年廿五長七尺黑色
2563	齊郡臨菑西通里大夫侯壽年五十長七尺二寸黑色
2564	"甘露元年閏月乙未朔乙卯中郷守嗇夫輔敢告口
案去疾非亡人命者毋官獄徵遣口
敢告尉史主
閏月丙辰尉史武敢言之謹案去疾口
閏月戊午長陵令 ， 獄守丞建行丞事"
2565	"長丞陵印
口口己卯男子呂去疾口"
2566	"六月癸未倉嗇夫成以小官印兼
謁移張掖郡中過所縣邑勿苛
口口口口口口口口口口口"
2567	口口口陵口里公乘郭賢年卌五長
2568	"凡十四人皆客子
符七"
2569	郡治牛官懷
2570	口蒙伏地再口
2571	"甘露三年九月壬午朔甲午南郷有秩黑敢言
過所邑縣毋苛留敢言之
九月丙申口陽丞利謹移所過縣邑勿苛"
2572	"口戌朔甲午西鄉嗇夫漢光敢言之直廷里許方自言
口謹案戶籍臧鄉官者方毋官獄徵事非亡人命
長廣移肩水金關往來毋苛留止如律令"
2573	"甘露四年九月乙巳朔
口口長樂口"
2574	六六六石六六石六石
2575	毋被具
2576	戍卒梁國甾亭陵上造陳充年廿四
2577	河南郡雒陽緱氏東苑里公乘趙強年廿五 ， 弓一矢五十枚
2578	氐池安漢里不更祝都贏年十五七尺寸黑色 ， 牛車一兩
2579	觻得定安里趙林大奴宜 ， 牛車一兩
2580	馬一匹齒九歲
2581	敢言之北曲陽里男子靳宗與大奴宜君大奴宜為家私使
2582	戍卒淮陽郡西釜田里不更蔡樂年廿三
2583	口方相一乘【j左“馬”右“過”】牝馬一匹齒十四歲
2584	口肩水候官冩移如律令
2585	
2586	軺車一乘馬一匹
2587	口聊竟年十二 ， 口口
2588	守屬居延陽里王赦之 ， 四
2589	口以毋人律告不得如出
2590	口史湯自言為家私市居延案毋官獄徵事當為
2591	口
2592	口仇侍君年廿五
2593	口黃色 ， 遷補居延庫嗇夫
2594	出帛七匹三丈一尺七寸直千八百
2595	營陽丞印
2596	孔伏
2597	寸黑色 ， 弩一矢十二 ， 卩
2598	•子曰君子不假人君子樂口
2599	"印曰張肩塞尉
四月庚寅就家李幼君以來 ， 丁"
2600	以致籍入敢言之
2601	居延=水佐王輔年
2602	"叩頭幸甚謹請使再拜
白"
2603	"常再拜請
長賓前所幸許者未得蒙恩謹以遣使請今口"
2604	"甘露四年四月口口朔自言為家私市張掖酒泉郡中與子男猛持牛車一兩
毋官獄徵事當得取傳寫移縣道河津關毋苛留止如律令敢言之
之移令/掾安世佐親"
2605	居令延印 ， 子口印
2606	正月甲寅居延都尉穬口
2607	居延丞印
2608	河內溫孝里口
2609	口誼自言欲取偃檢客田
2610	富安里公士趙彊年卅
2611	陝久長里公乘上官奉年五十二長七尺二寸黑色
2612	出觻得界中謹案萬年
2613	元永永
2614	"將卒館陶安樂長
葆深上里范安世
國毋留如律令"
2615	肩水金關
2616	九月己亥出
2617	三月庚辰牛車三兩入
2618	居延雜里丁聽天俱乘
2619	河內郡溫北口里口山
2620	共車 ， 字幼賓
2621	即日病脛雍
2622	"居延司馬謹以私印行
如律令"
2623	弓一矢十二大刀
2624	"          口辰出
二寸黑色 
          丁酉入"
2625	"口
口謹遣元君等"
2626	戍卒穎川郡翟邑陽郵里公乘司馬乙年卌四
2627	河內溫董里公乘李福年廿六長七尺二寸黑色 ， 軺車一乘馬一匹 ， 劍一
2628	田卒淮陽郡固始步昌里上造朱寬年廿五 ， ~
2629	•右亭長十六人隧長十三人
2630	延壽隧長奴 ， 妻大孝君
2631	樂昌隧長昭武安定里公乘顧賀年廿二 ， 初元四年三月庚申除 ， 見史
2632	"五鳳四年八月庚戌 ， 亭長利主妻觻得定國里司馬服年卅二歲
橐他石南亭長符 ， 子小女自為年六歲 ， 皆黑色
        入出止"
2633	從者魏郡北里耶道年廿二
2634	肩水候官
2635	田卒東郡阿當夏里官大夫丁廆年廿六長七尺二寸黑色 ， 丿
2636	•右候一人 ， 凡用錢六千
2637	"五鳳二年五月壬子朔乙亥南鄉嗇夫武佐宗敢言之北陽曲里男子
謹案弘年廿二毋官獄徵事當得取傳里父老丁禹證謁言廷移過所口
六月庚寅長安守右丞湯移過所縣邑如律令掾充令史宗"
2638	"三月壬辰不弘以來
章曰長安右丞
           三月壬辰"
2639	河內溫貞陽里爵大夫單彊 ， 年廿六馬劍一弓一矢一發 ， 字長孟
2640	從者京兆尹長安大原里賈相年十六歲長五尺黑色
2641	莫當
2642	方相車一乘騩牡馬一匹齒十四歲高六尺
2643	二月甲午候史賢訊問觻
2644	本始四年八月
2645	"   •凡十四人皆客子
口
    軺車十乘馬十匹"
2646	長安新里公大夫張駿年卅五長七尺三寸黑色 ， 五月壬子出 ， 丿
2647	魏里陳過衆等五人凡十五人口口口東口口口口
2648	舉表苣火如品約
2649	虜入張掖郡界倉石伏虜隧以東積薪舉蓬通北郡界以北通報口口口
2650	月已未朔爰利親會月廿六日不到甚毋狀
2651	柎七枚入十八
2652	外人口親郭長卿君遣外人送【上“艹”下“秉”的下半部分】  外人失不喪檄叩頭唯長=卿厚恩
2653	在長卿所口
2654	"五鳳四年八月己亥朔己亥守令史安世敢言之遣行左尉事亭長安世逐命張掖酒泉敦武威金城郡
中與從者陽里鄭常富俱乘佔用馬軺車一乘謁移過所縣道毋苛留敢言之
八月己亥居延令弘丞江移過所縣道如律令/掾忠守令史安世"
2655	橐佗石鄆亭長婁孝君
2656	"                  五月壬子出
口口口陽里口彊年廿八長七尺四寸黑色 ， 軺車一乘馬一匹 ， 弓一矢十二枚劍一 ， 丿"
2657	口行候長事宗毋以書移過所曰致記口綦來
2658	五鳳二年閏月二日過南 ，卩
2659	"車十一卩
羊十二卩
米九斗卩 ， 口口口口卅"
2660	
2661	口口日口口 ， 毋表 ， 甲申 ， 東中八分半小表一通
2662	口口月甲申居延令史口口口口口行丞事移過所縣道河津
2663	居令延印
2664	郡
2665	戍卒淮陽郡城父邑道成李王年廿四
2666	隴西襄武承反里廉樂
2667	"       丁 丁 丙 丙 乙 乙 甲 甲 癸 癸 壬
廿二日
       丑 未 子 午 亥 巳 戌 辰 酉 卯 寅"
2668	田卒東郡西邑利里公大夫口口年廿九 ， 長七尺二寸黑色 ， ~
2669	戍卒穎川定陵陽里不更許賢年卅 ， 丿
2670	
2671	居延嗚沙里董君至小奴賀 ， 大
2672	倉嗇夫表是脩義里公乘
2673	將軍觻得好仁里士五口
2674	會水候大奴宜馬年廿長七尺二寸黑色
2675	觻得安樂里公乘伍護年廿四
2676	守丞宗移過所縣邑口口
2677	居延始至里女子高襄年十八歲
2678	齊郡鉅定縣壯里不更宿建年
2679	驪軒尉史當利呂延年=廿四
2680	京兆尹杜陵豐滿里公乘口口口年廿三長七尺三寸口
2681	黑色
2682	臨年卅三軺車一乘
2683	"壽
口 ， 以正月壬子出"
2684	二月丙戌入
2685	居延尉章
2686	乘所佔用
2687	口口伏地再拜伏地
2688	二寸黑色 ，卩
2689	令/掾仁屬口
2690	尺五寸
2691	"橐佗聖宜亭長張譚符 ，妻大女觻得安口
口光二年      ， 弟大女"
2692	甲寅出
2693	陽縣觀里公
2694	四月丁酉居延令
